,TARGET_BAD_FLAG,TARGET_LOSS_AMT,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,IMP_REASON,IMP_JOB,M_MORTDUE,IMP_MORTDUE,M_VALUE,IMP_VALUE,M_YOJ,IMP_YOJ,M_DEROG,IMP_DEROG,M_DELINQ,IMP_DELINQ,M_CLAGE,IMP_CLAGE,M_NINQ,IMP_NINQ,M_CLNO,IMP_CLNO,M_DEBTINC,IMP_DEBTINC,z_REASON_DebtCon,z_REASON_HomeImp,z_JOB_Mgr,z_JOB_Office,z_JOB_Other,z_JOB_ProfExe,z_JOB_Sales,z_JOB_Self
10,1,1822.0,2000,22608.0,,,,18.0,,,,,,,MISSING,MISSING,0,22608.0,1,89235.5,0,18.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,1,34.81826182,0,0,0,0,0,0,0,0
11,1,1224.0,2000,20627.0,29800.0,HomeImp,Office,11.0,0.0,1.0,122.53333329999998,1.0,9.0,,HomeImp,Office,0,20627.0,0,29800.0,0,11.0,0,0.0,0,1.0,0,122.53333329999998,0,1.0,0,9.0,1,34.81826182,0,1,0,1,0,0,0,0
12,1,1928.0,2000,45000.0,55000.0,HomeImp,Other,3.0,0.0,0.0,86.06666667,2.0,25.0,,HomeImp,Other,0,45000.0,0,55000.0,0,3.0,0,0.0,0,0.0,0,86.06666667,0,2.0,0,25.0,1,34.81826182,0,1,0,0,1,0,0,0
13,0,,2000,64536.0,87400.0,,Mgr,2.5,0.0,0.0,147.1333333,0.0,24.0,,MISSING,Mgr,0,64536.0,0,87400.0,0,2.5,0,0.0,0,0.0,0,147.1333333,0,0.0,0,24.0,1,34.81826182,0,0,1,0,0,0,0,0
14,1,1680.0,2100,71000.0,83850.0,HomeImp,Other,8.0,0.0,1.0,123.0,0.0,16.0,,HomeImp,Other,0,71000.0,0,83850.0,0,8.0,0,0.0,0,1.0,0,123.0,0,0.0,0,16.0,1,34.81826182,0,1,0,0,1,0,0,0
15,1,407.0,2200,24280.0,34687.0,HomeImp,Other,,0.0,1.0,300.8666667,0.0,8.0,,HomeImp,Other,0,24280.0,0,34687.0,1,7.0,0,0.0,0,1.0,0,300.8666667,0,0.0,0,8.0,1,34.81826182,0,1,0,0,1,0,0,0
16,1,2375.0,2200,90957.0,102600.0,HomeImp,Mgr,7.0,2.0,6.0,122.9,1.0,22.0,,HomeImp,Mgr,0,90957.0,0,102600.0,0,7.0,0,2.0,0,6.0,0,122.9,0,1.0,0,22.0,1,34.81826182,0,1,1,0,0,0,0,0
17,1,224.0,2200,23030.0,,,,19.0,,,,,,3.7113123,MISSING,MISSING,0,23030.0,1,89235.5,0,19.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,3.7113123,0,0,0,0,0,0,0,0
18,1,2017.0,2300,28192.0,40150.0,HomeImp,Other,4.5,0.0,0.0,54.6,1.0,16.0,,HomeImp,Other,0,28192.0,0,40150.0,0,4.5,0,0.0,0,0.0,0,54.6,0,1.0,0,16.0,1,34.81826182,0,1,0,0,1,0,0,0
19,0,,2300,102370.0,120953.0,HomeImp,Office,2.0,0.0,0.0,90.99253347,0.0,13.0,31.58850318,HomeImp,Office,0,102370.0,0,120953.0,0,2.0,0,0.0,0,0.0,0,90.99253347,0,0.0,0,13.0,0,31.58850318,0,1,0,1,0,0,0,0
20,1,1825.0,2300,37626.0,46200.0,HomeImp,Other,3.0,0.0,1.0,122.26666670000002,1.0,14.0,,HomeImp,Other,0,37626.0,0,46200.0,0,3.0,0,0.0,0,1.0,0,122.26666670000002,0,1.0,0,14.0,1,34.81826182,0,1,0,0,1,0,0,0
21,1,589.0,2400,50000.0,73395.0,HomeImp,ProfExe,5.0,1.0,0.0,,1.0,0.0,,HomeImp,ProfExe,0,50000.0,0,73395.0,0,5.0,0,1.0,0,0.0,1,173.4666667,0,1.0,0,0.0,1,34.81826182,0,1,0,0,0,1,0,0
22,1,2192.0,2400,28000.0,40800.0,HomeImp,Mgr,12.0,0.0,0.0,67.2,2.0,22.0,,HomeImp,Mgr,0,28000.0,0,40800.0,0,12.0,0,0.0,0,0.0,0,67.2,0,2.0,0,22.0,1,34.81826182,0,1,1,0,0,0,0,0
23,1,1694.0,2400,18000.0,,HomeImp,Mgr,22.0,,2.0,121.73333329999998,0.0,10.0,,HomeImp,Mgr,0,18000.0,1,89235.5,0,22.0,1,0.0,0,2.0,0,121.73333329999998,0,0.0,0,10.0,1,34.81826182,0,1,1,0,0,0,0,0
24,1,1638.0,2400,,17180.0,HomeImp,Other,,0.0,0.0,14.56666667,3.0,4.0,,HomeImp,Other,1,65019.0,0,17180.0,1,7.0,0,0.0,0,0.0,0,14.56666667,0,3.0,0,4.0,1,34.81826182,0,1,0,0,1,0,0,0
25,1,1298.0,2400,34863.0,47471.0,HomeImp,Mgr,12.0,0.0,0.0,70.49108003,1.0,21.0,38.26360073,HomeImp,Mgr,0,34863.0,0,47471.0,0,12.0,0,0.0,0,0.0,0,70.49108003,0,1.0,0,21.0,0,38.26360073,0,1,1,0,0,0,0,0
26,0,,2400,98449.0,117195.0,HomeImp,Office,4.0,0.0,0.0,93.81177486,0.0,13.0,29.68182705,HomeImp,Office,0,98449.0,0,117195.0,0,4.0,0,0.0,0,0.0,0,93.81177486,0,0.0,0,13.0,0,29.68182705,0,1,0,1,0,0,0,0
27,1,1916.0,2500,15000.0,20200.0,HomeImp,,18.0,0.0,0.0,136.06666669999998,1.0,19.0,,HomeImp,MISSING,0,15000.0,0,20200.0,0,18.0,0,0.0,0,0.0,0,136.06666669999998,0,1.0,0,19.0,1,34.81826182,0,1,0,0,0,0,0,0
28,1,909.0,2500,25116.0,36350.0,HomeImp,Other,10.0,1.0,2.0,276.96666669999996,0.0,9.0,,HomeImp,Other,0,25116.0,0,36350.0,0,10.0,0,1.0,0,2.0,0,276.96666669999996,0,0.0,0,9.0,1,34.81826182,0,1,0,0,1,0,0,0
29,0,,2500,7229.0,44516.0,HomeImp,Self,,0.0,0.0,208.0,0.0,12.0,,HomeImp,Self,0,7229.0,0,44516.0,1,7.0,0,0.0,0,0.0,0,208.0,0,0.0,0,12.0,1,34.81826182,0,1,0,0,0,0,0,1
30,0,,2500,71408.0,78600.0,HomeImp,ProfExe,8.0,0.0,0.0,255.7333333,0.0,12.0,,HomeImp,ProfExe,0,71408.0,0,78600.0,0,8.0,0,0.0,0,0.0,0,255.7333333,0,0.0,0,12.0,1,34.81826182,0,1,0,0,0,1,0,0
31,1,3080.0,2800,50795.0,63100.0,HomeImp,Self,26.0,2.0,15.0,145.6333333,3.0,45.0,,HomeImp,Self,0,50795.0,0,63100.0,0,26.0,0,2.0,0,15.0,0,145.6333333,0,3.0,0,45.0,1,34.81826182,0,1,0,0,0,0,0,1
32,1,1916.0,2800,4000.0,60850.0,HomeImp,Other,16.0,4.0,0.0,112.63333329999999,2.0,9.0,,HomeImp,Other,0,4000.0,0,60850.0,0,16.0,0,4.0,0,0.0,0,112.63333329999999,0,2.0,0,9.0,1,34.81826182,0,1,0,0,1,0,0,0
33,1,2823.0,2900,78600.0,113000.0,DebtCon,ProfExe,6.0,1.0,0.0,165.33333330000002,2.0,26.0,,DebtCon,ProfExe,0,78600.0,0,113000.0,0,6.0,0,1.0,0,0.0,0,165.33333330000002,0,2.0,0,26.0,1,34.81826182,1,0,0,0,0,1,0,0
34,0,,2900,103949.0,112505.0,HomeImp,Office,1.0,0.0,0.0,96.10232967,0.0,13.0,30.05113629,HomeImp,Office,0,103949.0,0,112505.0,0,1.0,0,0.0,0,0.0,0,96.10232967,0,0.0,0,13.0,0,30.05113629,0,1,0,1,0,0,0,0
35,0,,2900,104373.0,120702.0,HomeImp,Office,2.0,0.0,0.0,101.5402975,0.0,13.0,29.91585903,HomeImp,Office,0,104373.0,0,120702.0,0,2.0,0,0.0,0,0.0,0,101.5402975,0,0.0,0,13.0,0,29.91585903,0,1,0,1,0,0,0,0
36,1,620.0,2900,7750.0,67996.0,HomeImp,Other,16.0,3.0,0.0,122.20466280000001,2.0,8.0,36.211348,HomeImp,Other,0,7750.0,0,67996.0,0,16.0,0,3.0,0,0.0,0,122.20466280000001,0,2.0,0,8.0,0,36.211348,0,1,0,0,1,0,0,0
37,1,2065.0,2900,61962.0,70915.0,DebtCon,Mgr,2.0,0.0,0.0,282.80165919999996,3.0,37.0,49.20639579,DebtCon,Mgr,0,61962.0,0,70915.0,0,2.0,0,0.0,0,0.0,0,282.80165919999996,0,3.0,0,37.0,0,49.20639579,1,0,1,0,0,0,0,0
38,0,,3000,104570.0,121729.0,HomeImp,Office,2.0,0.0,0.0,85.8843719,0.0,14.0,32.05978327,HomeImp,Office,0,104570.0,0,121729.0,0,2.0,0,0.0,0,0.0,0,85.8843719,0,0.0,0,14.0,0,32.05978327,0,1,0,1,0,0,0,0
39,1,2267.0,3000,7000.0,20300.0,HomeImp,Other,3.0,0.0,0.0,50.8,5.0,9.0,,HomeImp,Other,0,7000.0,0,20300.0,0,3.0,0,0.0,0,0.0,0,50.8,0,5.0,0,9.0,1,34.81826182,0,1,0,0,1,0,0,0
40,1,1959.0,3000,,8800.0,HomeImp,Other,2.0,0.0,1.0,77.76666667,0.0,3.0,,HomeImp,Other,1,65019.0,0,8800.0,0,2.0,0,0.0,0,1.0,0,77.76666667,0,0.0,0,3.0,1,34.81826182,0,1,0,0,1,0,0,0
41,1,2320.0,3000,,33000.0,HomeImp,Other,1.0,0.0,1.0,23.3,1.0,2.0,,HomeImp,Other,1,65019.0,0,33000.0,0,1.0,0,0.0,0,1.0,0,23.3,0,1.0,0,2.0,1,34.81826182,0,1,0,0,1,0,0,0
42,1,2724.0,3000,119826.0,193500.0,HomeImp,Other,8.0,0.0,0.0,130.0333585,0.0,27.0,,HomeImp,Other,0,119826.0,0,193500.0,0,8.0,0,0.0,0,0.0,0,130.0333585,0,0.0,0,27.0,1,34.81826182,0,1,0,0,1,0,0,0
43,1,1997.0,3000,20000.0,29750.0,DebtCon,Other,2.0,0.0,0.0,187.06666669999998,0.0,12.0,,DebtCon,Other,0,20000.0,0,29750.0,0,2.0,0,0.0,0,0.0,0,187.06666669999998,0,0.0,0,12.0,1,34.81826182,1,0,0,0,1,0,0,0
44,1,2082.0,3000,,14500.0,HomeImp,Other,3.0,0.0,0.0,9.3,14.0,2.0,,HomeImp,Other,1,65019.0,0,14500.0,0,3.0,0,0.0,0,0.0,0,9.3,0,14.0,0,2.0,1,34.81826182,0,1,0,0,1,0,0,0
45,1,2573.0,3000,,14100.0,HomeImp,Other,1.0,0.0,0.0,104.2,0.0,19.0,,HomeImp,Other,1,65019.0,0,14100.0,0,1.0,0,0.0,0,0.0,0,104.2,0,0.0,0,19.0,1,34.81826182,0,1,0,0,1,0,0,0
46,1,2034.0,3000,47000.0,82700.0,HomeImp,ProfExe,10.0,0.0,1.0,262.1666667,5.0,26.0,,HomeImp,ProfExe,0,47000.0,0,82700.0,0,10.0,0,0.0,0,1.0,0,262.1666667,0,5.0,0,26.0,1,34.81826182,0,1,0,0,0,1,0,0
47,1,2652.0,3000,34542.0,45900.0,HomeImp,Mgr,8.5,0.0,2.0,62.36666667,0.0,10.0,,HomeImp,Mgr,0,34542.0,0,45900.0,0,8.5,0,0.0,0,2.0,0,62.36666667,0,0.0,0,10.0,1,34.81826182,0,1,1,0,0,0,0,0
48,0,,3000,58000.0,71500.0,HomeImp,Mgr,10.0,,2.0,211.93333330000002,0.0,25.0,,HomeImp,Mgr,0,58000.0,0,71500.0,0,10.0,1,0.0,0,2.0,0,211.93333330000002,0,0.0,0,25.0,1,34.81826182,0,1,1,0,0,0,0,0
49,0,,3000,47000.0,56400.0,HomeImp,Office,21.0,0.0,0.0,201.8666667,0.0,20.0,,HomeImp,Office,0,47000.0,0,56400.0,0,21.0,0,0.0,0,0.0,0,201.8666667,0,0.0,0,20.0,1,34.81826182,0,1,0,1,0,0,0,0
50,1,1942.0,3100,39589.0,36100.0,HomeImp,Other,1.5,0.0,0.0,153.16666669999998,1.0,14.0,,HomeImp,Other,0,39589.0,0,36100.0,0,1.5,0,0.0,0,0.0,0,153.16666669999998,0,1.0,0,14.0,1,34.81826182,0,1,0,0,1,0,0,0
51,0,,3100,,70400.0,,,,,,,,,,MISSING,MISSING,1,65019.0,0,70400.0,1,7.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,1,34.81826182,0,0,0,0,0,0,0,0
52,0,,3200,67848.0,74566.0,HomeImp,Mgr,10.0,,1.0,206.4266021,0.0,25.0,40.11567728,HomeImp,Mgr,0,67848.0,0,74566.0,0,10.0,1,0.0,0,1.0,0,206.4266021,0,0.0,0,25.0,0,40.11567728,0,1,1,0,0,0,0,0
53,1,3242.0,3200,48603.0,61000.0,HomeImp,ProfExe,28.0,0.0,4.0,122.03333329999998,1.0,25.0,,HomeImp,ProfExe,0,48603.0,0,61000.0,0,28.0,0,0.0,0,4.0,0,122.03333329999998,0,1.0,0,25.0,1,34.81826182,0,1,0,0,0,1,0,0
54,1,320.0,3200,27200.0,40834.0,HomeImp,Other,,0.0,0.0,298.131564,0.0,7.0,35.55353879,HomeImp,Other,0,27200.0,0,40834.0,1,7.0,0,0.0,0,0.0,0,298.131564,0,0.0,0,7.0,0,35.55353879,0,1,0,0,1,0,0,0
55,1,2752.0,3200,54000.0,64850.0,HomeImp,Other,1.0,0.0,0.0,121.86666670000001,3.0,21.0,,HomeImp,Other,0,54000.0,0,64850.0,0,1.0,0,0.0,0,0.0,0,121.86666670000001,0,3.0,0,21.0,1,34.81826182,0,1,0,0,1,0,0,0
56,0,,3200,74864.0,87266.0,HomeImp,ProfExe,7.0,0.0,0.0,250.6312692,0.0,12.0,42.90999735,HomeImp,ProfExe,0,74864.0,0,87266.0,0,7.0,0,0.0,0,0.0,0,250.6312692,0,0.0,0,12.0,0,42.90999735,0,1,0,0,0,1,0,0
57,1,320.0,3200,23159.0,,HomeImp,Mgr,20.0,,2.0,117.80574779999999,0.0,9.0,0.524499215,HomeImp,Mgr,0,23159.0,1,89235.5,0,20.0,1,0.0,0,2.0,0,117.80574779999999,0,0.0,0,9.0,0,0.524499215,0,1,1,0,0,0,0,0
58,1,3483.0,3300,126541.0,134527.0,HomeImp,Sales,9.0,1.0,0.0,139.0,0.0,36.0,,HomeImp,Sales,0,126541.0,0,134527.0,0,9.0,0,1.0,0,0.0,0,139.0,0,0.0,0,36.0,1,34.81826182,0,1,0,0,0,0,1,0
59,1,3464.0,3300,130518.0,164317.0,DebtCon,Other,9.0,0.0,6.0,192.289149,0.0,33.0,35.73055919,DebtCon,Other,0,130518.0,0,164317.0,0,9.0,0,0.0,0,6.0,0,192.289149,0,0.0,0,33.0,0,35.73055919,1,0,0,0,1,0,0,0
60,1,1505.0,3400,37000.0,52000.0,HomeImp,Office,2.0,0.0,1.0,183.2999156,0.0,6.0,,HomeImp,Office,0,37000.0,0,52000.0,0,2.0,0,0.0,0,1.0,0,183.2999156,0,0.0,0,6.0,1,34.81826182,0,1,0,1,0,0,0,0
61,1,1827.0,3500,23200.0,38666.0,HomeImp,Other,11.0,0.0,0.0,162.3666667,0.0,14.0,,HomeImp,Other,0,23200.0,0,38666.0,0,11.0,0,0.0,0,0.0,0,162.3666667,0,0.0,0,14.0,1,34.81826182,0,1,0,0,1,0,0,0
62,1,2185.0,3500,19400.0,20494.0,HomeImp,Other,5.0,0.0,0.0,95.93333333,0.0,9.0,,HomeImp,Other,0,19400.0,0,20494.0,0,5.0,0,0.0,0,0.0,0,95.93333333,0,0.0,0,9.0,1,34.81826182,0,1,0,0,1,0,0,0
63,1,2900.0,3600,61584.0,61800.0,HomeImp,ProfExe,10.0,,,,,,,HomeImp,ProfExe,0,61584.0,0,61800.0,0,10.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,1,34.81826182,0,1,0,0,0,1,0,0
64,1,2075.0,3600,41900.0,52490.0,HomeImp,Mgr,3.0,0.0,0.0,72.03333333,2.0,4.0,,HomeImp,Mgr,0,41900.0,0,52490.0,0,3.0,0,0.0,0,0.0,0,72.03333333,0,2.0,0,4.0,1,34.81826182,0,1,1,0,0,0,0,0
65,0,,3600,83700.0,111800.0,HomeImp,ProfExe,6.0,0.0,0.0,192.7333333,1.0,28.0,,HomeImp,ProfExe,0,83700.0,0,111800.0,0,6.0,0,0.0,0,0.0,0,192.7333333,0,1.0,0,28.0,1,34.81826182,0,1,0,0,0,1,0,0
66,0,,3600,61327.0,76484.0,HomeImp,Mgr,9.0,,2.0,202.51077519999998,0.0,25.0,41.516389700000005,HomeImp,Mgr,0,61327.0,0,76484.0,0,9.0,1,0.0,0,2.0,0,202.51077519999998,0,0.0,0,25.0,0,41.516389700000005,0,1,1,0,0,0,0,0
67,0,,3600,100693.0,114743.0,HomeImp,Office,6.0,0.0,0.0,88.47045214,0.0,14.0,29.39354338,HomeImp,Office,0,100693.0,0,114743.0,0,6.0,0,0.0,0,0.0,0,88.47045214,0,0.0,0,14.0,0,29.39354338,0,1,0,1,0,0,0,0
68,1,3815.0,3600,48507.0,61000.0,DebtCon,Office,13.0,1.0,4.0,97.4,0.0,17.0,,DebtCon,Office,0,48507.0,0,61000.0,0,13.0,0,1.0,0,4.0,0,97.4,0,0.0,0,17.0,1,34.81826182,1,0,0,1,0,0,0,0
69,0,,3600,52337.0,63989.0,HomeImp,Office,20.0,0.0,0.0,204.27249880000002,0.0,20.0,20.47091551,HomeImp,Office,0,52337.0,0,63989.0,0,20.0,0,0.0,0,0.0,0,204.27249880000002,0,0.0,0,20.0,0,20.47091551,0,1,0,1,0,0,0,0
70,1,520.0,3700,17857.0,21144.0,HomeImp,Other,5.0,0.0,0.0,129.7173231,1.0,9.0,26.63434752,HomeImp,Other,0,17857.0,0,21144.0,0,5.0,0,0.0,0,0.0,0,129.7173231,0,1.0,0,9.0,0,26.63434752,0,1,0,0,1,0,0,0
71,1,3970.0,3800,19135.0,97692.0,HomeImp,Mgr,1.6,1.0,6.0,252.6333333,1.0,25.0,,HomeImp,Mgr,0,19135.0,0,97692.0,0,1.6,0,1.0,0,6.0,0,252.6333333,0,1.0,0,25.0,1,34.81826182,0,1,1,0,0,0,0,0
72,0,,3800,51180.0,63459.0,HomeImp,Office,20.0,0.0,0.0,203.7515336,0.0,20.0,20.06704205,HomeImp,Office,0,51180.0,0,63459.0,0,20.0,0,0.0,0,0.0,0,203.7515336,0,0.0,0,20.0,0,20.06704205,0,1,0,1,0,0,0,0
73,0,,3800,,73189.0,,,,,,,,,22.25394916,MISSING,MISSING,1,65019.0,0,73189.0,1,7.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,22.25394916,0,0,0,0,0,0,0,0
74,0,,3800,11543.0,46045.0,HomeImp,Self,,0.0,0.0,204.64799169999998,0.0,11.0,42.17316588,HomeImp,Self,0,11543.0,0,46045.0,1,7.0,0,0.0,0,0.0,0,204.64799169999998,0,0.0,0,11.0,0,42.17316588,0,1,0,0,0,0,0,1
75,1,570.0,3900,29896.0,45960.0,HomeImp,Other,11.0,0.0,0.0,146.1232422,0.0,14.0,24.47888119,HomeImp,Other,0,29896.0,0,45960.0,0,11.0,0,0.0,0,0.0,0,146.1232422,0,0.0,0,14.0,0,24.47888119,0,1,0,0,1,0,0,0
76,1,2232.0,3900,14500.0,22092.0,HomeImp,Other,3.5,0.0,1.0,150.3,5.0,8.0,,HomeImp,Other,0,14500.0,0,22092.0,0,3.5,0,0.0,0,1.0,0,150.3,0,5.0,0,8.0,1,34.81826182,0,1,0,0,1,0,0,0
77,0,,3900,52825.0,63000.0,DebtCon,ProfExe,8.0,0.0,4.0,171.66666669999998,1.0,31.0,,DebtCon,ProfExe,0,52825.0,0,63000.0,0,8.0,0,0.0,0,4.0,0,171.66666669999998,0,1.0,0,31.0,1,34.81826182,1,0,0,0,0,1,0,0
78,0,,3900,102143.0,118742.0,HomeImp,Office,2.0,0.0,0.0,85.27736558,0.0,13.0,29.34392109,HomeImp,Office,0,102143.0,0,118742.0,0,2.0,0,0.0,0,0.0,0,85.27736558,0,0.0,0,13.0,0,29.34392109,0,1,0,1,0,0,0,0
79,1,3766.0,3900,21200.0,39000.0,DebtCon,Mgr,4.0,0.0,1.0,86.56666667,2.0,14.0,,DebtCon,Mgr,0,21200.0,0,39000.0,0,4.0,0,0.0,0,1.0,0,86.56666667,0,2.0,0,14.0,1,34.81826182,1,0,1,0,0,0,0,0
80,0,,4000,105164.0,112774.0,HomeImp,Office,1.0,0.0,0.0,94.72487417,0.0,13.0,29.39092806,HomeImp,Office,0,105164.0,0,112774.0,0,1.0,0,0.0,0,0.0,0,94.72487417,0,0.0,0,13.0,0,29.39092806,0,1,0,1,0,0,0,0
81,0,,4000,54543.0,61777.0,HomeImp,Office,21.0,0.0,0.0,205.58668,0.0,19.0,21.80656346,HomeImp,Office,0,54543.0,0,61777.0,0,21.0,0,0.0,0,0.0,0,205.58668,0,0.0,0,19.0,0,21.80656346,0,1,0,1,0,0,0,0
82,1,3356.0,4000,,80609.0,HomeImp,Other,1.5,0.0,2.0,126.53333329999998,3.0,12.0,,HomeImp,Other,1,65019.0,0,80609.0,0,1.5,0,0.0,0,2.0,0,126.53333329999998,0,3.0,0,12.0,1,34.81826182,0,1,0,0,1,0,0,0
83,1,714.0,4000,26572.0,31960.0,HomeImp,Office,11.0,0.0,0.0,117.79510390000002,0.0,8.0,41.28649195,HomeImp,Office,0,26572.0,0,31960.0,0,11.0,0,0.0,0,0.0,0,117.79510390000002,0,0.0,0,8.0,0,41.28649195,0,1,0,1,0,0,0,0
84,1,3048.0,4000,17000.0,52012.0,HomeImp,ProfExe,22.0,3.0,1.0,85.33333333,1.0,9.0,,HomeImp,ProfExe,0,17000.0,0,52012.0,0,22.0,0,3.0,0,1.0,0,85.33333333,0,1.0,0,9.0,1,34.81826182,0,1,0,0,0,1,0,0
85,1,4094.0,4000,29562.0,37200.0,DebtCon,Other,6.0,0.0,0.0,92.13333333,1.0,26.0,,DebtCon,Other,0,29562.0,0,37200.0,0,6.0,0,0.0,0,0.0,0,92.13333333,0,1.0,0,26.0,1,34.81826182,1,0,0,0,1,0,0,0
86,1,3772.0,4000,41700.0,76725.0,HomeImp,Other,0.5,0.0,3.0,136.1333333,0.0,15.0,,HomeImp,Other,0,41700.0,0,76725.0,0,0.5,0,0.0,0,3.0,0,136.1333333,0,0.0,0,15.0,1,34.81826182,0,1,0,0,1,0,0,0
87,1,3082.0,4000,58000.0,69440.0,HomeImp,Other,3.5,0.0,1.0,168.66666669999998,0.0,18.0,,HomeImp,Other,0,58000.0,0,69440.0,0,3.5,0,0.0,0,1.0,0,168.66666669999998,0,0.0,0,18.0,1,34.81826182,0,1,0,0,1,0,0,0
88,1,4050.0,4000,5700.0,18000.0,DebtCon,Other,,0.0,0.0,12.2,0.0,17.0,,DebtCon,Other,0,5700.0,0,18000.0,1,7.0,0,0.0,0,0.0,0,12.2,0,0.0,0,17.0,1,34.81826182,1,0,0,0,1,0,0,0
89,1,2550.0,4000,45000.0,58350.0,HomeImp,Mgr,3.5,0.0,0.0,162.0,3.0,16.0,,HomeImp,Mgr,0,45000.0,0,58350.0,0,3.5,0,0.0,0,0.0,0,162.0,0,3.0,0,16.0,1,34.81826182,0,1,1,0,0,0,0,0
90,1,3730.0,4000,7000.0,16020.0,HomeImp,Other,18.0,0.0,1.0,85.8,2.0,23.0,,HomeImp,Other,0,7000.0,0,16020.0,0,18.0,0,0.0,0,1.0,0,85.8,0,2.0,0,23.0,1,34.81826182,0,1,0,0,1,0,0,0
91,0,,4000,66000.0,79050.0,HomeImp,Other,1.8,2.0,0.0,279.0,1.0,6.0,,HomeImp,Other,0,66000.0,0,79050.0,0,1.8,0,2.0,0,0.0,0,279.0,0,1.0,0,6.0,1,34.81826182,0,1,0,0,1,0,0,0
92,0,,4000,,45760.0,HomeImp,,0.0,0.0,0.0,,0.0,0.0,,HomeImp,MISSING,1,65019.0,0,45760.0,0,0.0,0,0.0,0,0.0,1,173.4666667,0,0.0,0,0.0,1,34.81826182,0,1,0,0,0,0,0,0
